sequence_number,V_allele,D_allele,J_allele
9295,ighv7-4-1*01,ighd6-6*01,ighj5*01
9296,ighv1-45*01,ighd3-22*01,ighj4*03
9297,ighv3-30*04,ighd3-9*01,ighj4*03
9298,ighv1-69d*01,ighd5-12*01,ighj4*03
9299,ighv3-53*02,ighd3-3*02,ighj4*03
9300,ighv3-72*01,ighd2-21*02,ighj5*01
9301,ighv2-70*20,ighd3-22*01,ighj4*03
9302,ighv3-33*02,ighd2-8*02,ighj6*01
9303,ighv3-53*01,ighd3-3*01,ighj4*02
9304,ighv3-23d*01,ighd2-15*01,ighj4*03
9305,ighv2-70*20,ighd3-16*02,ighj3*02
9306,ighv1-69d*01,ighd1-20*01,ighj5*01
9307,ighv3-7*05,ighd1-7*01,ighj4*02
9308,ighv2-70d*14,ighd7-27*01,ighj4*02
9309,ighv3-48*04,ighd5-18*01,ighj2*01
9310,ighv1-58*01,ighd6-25*01,ighj4*02
9311,ighv3-35*02,ighd4-4*01,ighj4*03
9312,ighv2-5*01,ighd2-21*01,ighj4*02
9313,ighv6-1*01,ighd4-17*01,ighj4*02
9314,ighv7-4-1*02,ighd3-3*01,ighj3*01
9315,ighv6-1*01,ighd3-16*01,ighj4*02
9316,ighv1-24*01,ighd3-22*01,ighj6*04
9317,ighv3-15*05,ighd3-3*01,ighj6*04
9318,ighv3-35*02,ighd3-16*01,ighj4*02
9319,ighv4-4*01,ighd4-4*01,ighj4*02
9320,ighv2-70d*14,ighd3-3*01,ighj6*04
9321,ighv1-8*02,ighd2-15*01,ighj4*03
9322,ighv3-62*04,ighd3-16*01,ighj4*02
9323,ighv1-46*03,ighd6-25*01,ighj4*02
9324,ighv1-2*06,ighd3-9*01,ighj4*02
9325,ighv2-5*01,ighd2-21*01,ighj4*02
9326,ighv2-26*03,ighd3-16*01,ighj3*01
9327,ighv2-70d*14,ighd3-22*01,ighj6*04
9328,ighv3-20*01,ighd5-12*01,ighj2*01
9329,ighv3-23*01,ighd2-8*01,ighj1*01
9330,ighv1-69d*01,ighd1-7*01,ighj2*01
9331,ighv4-39*01,ighd3-9*01,ighj3*02
9332,ighv3-62*04,ighd3-22*01,ighj4*03
9333,ighv1-2*07,ighd3-10*02,ighj6*01
9334,ighv1-46*03,ighd4-4*01,ighj5*02
9335,ighv1-8*02,ighd2-8*02,ighj4*03
9336,ighv5-51*03,ighd3-3*01,ighj4*02
9337,ighv2-5*02,ighd5-12*01,ighj3*02
9338,ighv1-46*03,ighd6-6*01,ighj6*04
9339,ighv1-3*02,ighd3-22*01,ighj4*02
9340,ighv1-8*02,ighd3-9*01,ighj3*02
9341,ighv2-70d*04,ighd1-7*01,ighj5*01
9342,ighv1-45*01,ighd6-19*01,ighj4*03
9343,ighv3-33*02,ighd1-26*01,ighj4*03
9344,ighv3-30-3*03,ighd1-26*01,ighj1*01
9345,ighv3-30-5*02,ighd3-16*02,ighj6*01
9346,ighv1-69-2*01,ighd1-26*01,ighj4*03
9347,ighv4-34*09,ighd3-9*01,ighj4*02
9348,ighv3-72*01,ighd3-22*01,ighj6*04
9349,ighv1-24*01,ighd3-16*02,ighj6*01
9350,ighv3-72*01,ighd5-5*01,ighj4*03
9351,ighv1-58*01,ighd3-22*01,ighj6*04
9352,ighv1-2*07,ighd6-6*01,ighj4*03
9353,ighv3-30*03,ighd5-12*01,ighj6*04
9354,ighv1-2*07,ighd6-19*01,ighj4*03
9355,ighv1-46*04,ighd4-17*01,ighj6*01
9356,ighv2-70d*04,ighd3-10*02,ighj4*03
9357,ighv2-70d*04,ighd6-6*01,ighj6*01
9358,ighv2-70d*04,ighd1-7*01,ighj6*01
9359,ighv2-70d*14,ighd3-10*01,ighj4*02
9360,ighv3-23d*01,ighd6-6*01,ighj1*01
9361,ighv1-46*03,ighd3-10*01,ighj4*02
9362,ighv3-7*03,ighd4-17*01,ighj1*01
9363,ighv1-69*09,ighd1-7*01,ighj3*01
9364,ighv1-69*09,ighd5-18*01,ighj4*02
9365,ighv2-70*20,ighd4-17*01,ighj3*02
9366,ighv3-20*01,ighd3-10*02,ighj6*01
9367,ighv1-24*01,ighd1-1*01,ighj2*01
9368,ighv2-70*10,ighd3-10*01,ighj3*01
9369,ighv2-5*02,ighd3-3*02,ighj6*01
9370,ighv2-70d*14,ighd6-13*01,ighj4*02
9371,ighv1-69-2*01,ighd2-2*02,ighj6*04
9372,ighv3-23*01,ighd2-8*01,ighj5*02
9373,ighv2-70*10,ighd2-15*01,ighj4*02
9374,ighv1-69d*01,ighd3-3*02,ighj5*01
9375,ighv3-15*05,ighd3-3*01,ighj4*02
9376,ighv1-3*03,ighd6-13*01,ighj5*01
9377,ighv3-9*01,ighd2-15*01,ighj4*02
9378,ighv1-45*01,ighd1-7*01,ighj6*01
9379,ighv2-70d*04,ighd2-15*01,ighj6*01
9380,ighv1-3*02,ighd6-19*01,ighj3*01
9381,ighv3-66*03,ighd1-26*01,ighj4*02
9382,ighv2-70*20,ighd2-8*02,ighj4*03
9383,ighv1-58*02,ighd1-26*01,ighj6*01
9384,ighv3-nl1*01,ighd5-18*01,ighj2*01
9385,ighv4-34*09,ighd3-16*01,ighj3*01
9386,ighv7-4-1*02,ighd3-9*01,ighj2*01
9387,ighv4-59*11,ighd6-6*01,ighj4*03
9388,ighv1-69*14,ighd5-5*01,ighj4*03
9389,ighv2-70d*14,ighd1-7*01,ighj3*01
9390,ighv1-2*06,ighd3-22*01,ighj3*01
9391,ighv1-18*04,ighd6-6*01,ighj5*01
9392,ighv2-70*10,ighd4-17*01,ighj4*02
9393,ighv3-33*06,ighd1-26*01,ighj6*04
9394,ighv3-74*02,ighd6-6*01,ighj3*02
9395,ighv2-70d*04,ighd3-10*02,ighj4*03
9396,ighv1-69*09,ighd5-5*01,ighj4*02
9397,ighv3-74*02,ighd2-21*02,ighj2*01
9398,ighv1-69*14,ighd5-5*01,ighj4*03
9399,ighv2-26*02,ighd2-8*02,ighj6*01
9400,ighv2-26*02,ighd3-3*02,ighj6*01
9401,ighv2-70*10,ighd3-10*01,ighj4*02
9402,ighv3-21*02,ighd1-7*01,ighj4*02
9403,ighv3-11*06,ighd1-1*01,ighj4*03
9404,ighv3-73*02,ighd3-9*01,ighj3*01
9405,ighv2-5*02,ighd3-16*02,ighj4*03
9406,ighv1-58*02,ighd4-17*01,ighj4*03
9407,ighv1-2*06,ighd5-12*01,ighj4*02
9408,ighv3-20*04,ighd6-19*01,ighj6*04
9409,ighv4-61*02,ighd6-6*01,ighj5*02
9410,ighv1-8*01,ighd4-17*01,ighj4*02
9411,ighv1-3*02,ighd3-10*01,ighj4*02
9412,ighv3-30*03,ighd2-8*01,ighj4*02
9413,ighv3-43*02,ighd3-10*01,ighj4*02
9414,ighv3-11*06,ighd1-7*01,ighj2*01
9415,ighv1-45*01,ighd1-1*01,ighj4*03
9416,ighv3-7*05,ighd2-2*02,ighj4*02
9417,ighv3-66*03,ighd3-9*01,ighj4*02
9418,ighv1-69d*01,ighd1-7*01,ighj3*01
9419,ighv6-1*01,ighd1-20*01,ighj4*02
9420,ighv4-39*06,ighd6-25*01,ighj2*01
9421,ighv1-69d*01,ighd4-4*01,ighj2*01
9422,ighv4-4*01,ighd3-10*01,ighj6*04
9423,ighv2-70*10,ighd4-17*01,ighj5*02
9424,ighv1-3*02,ighd6-19*01,ighj4*02
9425,ighv2-26*03,ighd3-9*01,ighj4*02
9426,ighv1-45*01,ighd2-8*02,ighj4*03
9427,ighv7-4-1*02,ighd3-9*01,ighj3*01
9428,ighv1-3*03,ighd2-8*02,ighj3*02
9429,ighv4-31*10,ighd3-3*01,ighj6*04
9430,ighv2-70*10,ighd1-1*01,ighj6*04
9431,ighv1-8*02,ighd3-16*02,ighj4*03
9432,ighv3-43*01,ighd1-7*01,ighj4*03
9433,ighv1-18*04,ighd6-25*01,ighj3*02
9434,ighv3-20*04,ighd3-3*01,ighj4*02
9435,ighv2-26*02,ighd4-4*01,ighj4*03
9436,ighv3-15*06,ighd3-16*02,ighj4*03
9437,ighv1-45*02,ighd2-2*02,ighj5*02
9438,ighv2-70*20,ighd2-2*01,ighj4*03
9439,ighv1-45*02,ighd3-9*01,ighj6*04
9440,ighv2-70d*14,ighd1-26*01,ighj6*04
9441,ighv1-46*03,ighd3-9*01,ighj4*02
9442,ighv4-59*11,ighd2-15*01,ighj3*02
9443,ighv2-70d*14,ighd6-25*01,ighj3*01
9444,ighv2-70d*04,ighd1-7*01,ighj5*01
9445,ighv4-28*05,ighd1-1*01,ighj3*01
9446,ighv1-24*01,ighd3-22*01,ighj4*03
9447,ighv3-nl1*01,ighd3-22*01,ighj3*01
9448,ighv6-1*02,ighd6-6*01,ighj4*03
9449,ighv1-69-2*01,ighd5-18*01,ighj4*02
9450,ighv1-69d*01,ighd6-6*01,ighj2*01
9451,ighv3-30*03,ighd5-18*01,ighj6*04
9452,ighv2-70d*04,ighd3-16*02,ighj5*01
9453,ighv1-46*03,ighd1-26*01,ighj5*02
9454,ighv2-70d*14,ighd1-7*01,ighj4*02
9455,ighv1-24*01,ighd6-25*01,ighj4*03
9456,ighv2-70d*14,ighd4-17*01,ighj6*04
9457,ighv1-69d*01,ighd6-6*01,ighj4*03
9458,ighv2-26*02,ighd3-16*02,ighj6*01
9459,ighv2-26*03,ighd5-12*01,ighj4*02
9460,ighv1-24*01,ighd4-17*01,ighj6*04
9461,ighv3-30-3*02,ighd1-26*01,ighj6*01
9462,ighv1-18*04,ighd5-12*01,ighj6*01
9463,ighv2-70*20,ighd3-22*01,ighj2*01
9464,ighv4-31*10,ighd2-8*01,ighj6*04
9465,ighv2-5*01,ighd3-9*01,ighj6*04
9466,ighv1-24*01,ighd4-17*01,ighj4*02
9467,ighv3-23*01,ighd6-19*01,ighj2*01
9468,ighv5-10-1*03,ighd4-17*01,ighj4*02
9469,ighv7-4-1*01,ighd2-8*02,ighj4*03
9470,ighv3-72*01,ighd4-4*01,ighj4*03
9471,ighv1-69d*01,ighd2-21*02,ighj4*03
9472,ighv1-3*02,ighd3-10*01,ighj4*02
9473,ighv3-53*02,ighd6-6*01,ighj3*02
9474,ighv3-20*01,ighd5-18*01,ighj4*03
9475,ighv2-26*03,ighd2-2*02,ighj4*02
9476,ighv1-24*01,ighd3-10*01,ighj2*01
9477,ighv1-69d*01,ighd3-16*01,ighj5*02
9478,ighv3-7*05,ighd3-3*01,ighj3*01
9479,ighv3-23d*01,ighd3-9*01,ighj4*03
9480,ighv2-70d*14,ighd2-15*01,ighj6*04
9481,ighv3-9*02,ighd3-16*02,ighj4*03
9482,ighv2-70d*14,ighd5-5*01,ighj3*01
9483,ighv2-70*10,ighd1-26*01,ighj4*02
9484,ighv3-64d*09,ighd3-10*01,ighj4*02
9485,ighv1-2*06,ighd3-9*01,ighj4*02
9486,ighv1-69*09,ighd4-17*01,ighj4*02
9487,ighv3-13*05,ighd5-18*01,ighj6*01
9488,ighv3-30-3*02,ighd2-15*01,ighj5*01
9489,ighv1-58*01,ighd6-19*01,ighj4*02
9490,ighv1-18*04,ighd3-9*01,ighj4*03
9491,ighv3-62*04,ighd5-5*01,ighj4*02
9492,ighv1-46*03,ighd3-9*01,ighj4*02
9493,ighv5-51*07,ighd2-21*02,ighj6*01
9494,ighv2-70d*04,ighd7-27*01,ighj4*03
9495,ighv3-23*01,ighd6-25*01,ighj3*01
9496,ighv4-30-2*05,ighd3-3*02,ighj4*03
9497,ighv1-24*01,ighd3-9*01,ighj3*02
9498,ighv1-3*02,ighd6-19*01,ighj4*02
9499,ighv1-58*02,ighd5-12*01,ighj5*01
9500,ighv3-23d*01,ighd1-1*01,ighj3*01
9501,ighv3-43d*03,ighd1-26*01,ighj4*03
9502,ighv3-43*01,ighd1-7*01,ighj4*03
9503,ighv2-5*02,ighd6-13*01,ighj4*03
9504,ighv3-nl1*01,ighd3-22*01,ighj4*02
9505,ighv1-69*14,ighd6-19*01,ighj5*01
9506,ighv1-69d*01,ighd3-22*01,ighj4*02
9507,ighv1-69-2*01,ighd6-19*01,ighj5*01
9508,ighv2-70*10,ighd6-13*01,ighj5*02
9509,ighv1-3*03,ighd3-16*02,ighj4*03
9510,ighv1-58*02,ighd6-19*01,ighj5*01
9511,ighv1-3*03,ighd4-17*01,ighj4*03
9512,ighv1-69-2*01,ighd6-6*01,ighj3*01
9513,ighv3-35*02,ighd6-19*01,ighj4*03
9514,ighv3-64*05,ighd6-13*01,ighj5*02
9515,ighv3-15*05,ighd3-10*01,ighj3*01
9516,ighv3-20*01,ighd6-13*01,ighj5*01
9517,ighv1-18*04,ighd3-10*02,ighj3*02
9518,ighv1-24*01,ighd2-15*01,ighj3*02
9519,ighv3-53*01,ighd6-13*01,ighj6*04
9520,ighv3-15*05,ighd3-10*01,ighj6*04
9521,ighv2-70*20,ighd5-5*01,ighj4*03
9522,ighv1-46*04,ighd3-10*02,ighj3*02
9523,ighv1-24*01,ighd3-22*01,ighj4*02
9524,ighv1-2*07,ighd3-16*02,ighj6*01
9525,ighv3-33*06,ighd6-6*01,ighj5*02
9526,ighv1-69d*01,ighd1-20*01,ighj3*02
9527,ighv3-66*01,ighd2-2*01,ighj4*03
9528,ighv2-70d*04,ighd3-9*01,ighj6*01
9529,ighv1-18*04,ighd3-22*01,ighj4*03
9530,ighv3-53*01,ighd7-27*01,ighj4*02
9531,ighv3-nl1*01,ighd4-4*01,ighj4*02
9532,ighv3-13*05,ighd3-16*02,ighj4*03
9533,ighv5-10-1*04,ighd6-6*01,ighj4*03
9534,ighv1-69d*01,ighd6-25*01,ighj4*03
9535,ighv3-43d*03,ighd5-18*01,ighj4*03
9536,ighv1-58*01,ighd5-18*01,ighj5*02
9537,ighv1-69-2*01,ighd1-26*01,ighj1*01
9538,ighv2-26*02,ighd4-4*01,ighj4*03
9539,ighv1-24*01,ighd3-9*01,ighj6*04
9540,ighv1-69-2*01,ighd1-20*01,ighj4*03
9541,ighv2-26*03,ighd3-16*01,ighj2*01
9542,ighv3-74*03,ighd3-22*01,ighj6*04
9543,ighv5-51*03,ighd1-1*01,ighj4*02
9544,ighv1-2*06,ighd2-2*02,ighj6*04
9545,ighv3-30-5*02,ighd2-21*02,ighj1*01
9546,ighv3-9*02,ighd3-10*02,ighj4*03
9547,ighv3-30*04,ighd6-25*01,ighj6*01
9548,ighv3-66*03,ighd4-17*01,ighj4*02
9549,ighv1-58*02,ighd5-18*01,ighj4*03
9550,ighv3-9*01,ighd3-3*01,ighj4*02
9551,ighv1-46*03,ighd1-7*01,ighj5*02
9552,ighv3-48*04,ighd2-15*01,ighj6*01
9553,ighv1-2*07,ighd3-3*02,ighj6*01
9554,ighv3-66*03,ighd3-3*01,ighj5*02
9555,ighv2-70d*04,ighd3-3*02,ighj4*03
9556,ighv1-18*03,ighd3-10*01,ighj6*04
9557,ighv3-43d*04,ighd3-16*01,ighj5*02
9558,ighv2-70*20,ighd3-16*02,ighj4*03
9559,ighv2-70d*14,ighd6-6*01,ighj4*02
9560,ighv1-3*03,ighd2-2*01,ighj6*01
9561,ighv3-23d*01,ighd4-17*01,ighj4*02
9562,ighv1-69-2*01,ighd3-3*02,ighj3*02
9563,ighv2-26*02,ighd3-16*02,ighj5*01
9564,ighv3-48*04,ighd2-2*01,ighj4*03
9565,ighv2-26*02,ighd3-10*02,ighj4*03
9566,ighv2-70d*14,ighd3-3*01,ighj4*02
9567,ighv3-62*04,ighd3-22*01,ighj6*01
9568,ighv2-5*01,ighd3-22*01,ighj4*02
9569,ighv7-4-1*01,ighd6-13*01,ighj4*03
9570,ighv4-34*10,ighd3-16*02,ighj4*03
9571,ighv4-39*01,ighd3-10*02,ighj3*02
9572,ighv1-24*01,ighd4-17*01,ighj1*01
9573,ighv1-69d*01,ighd6-19*01,ighj6*04
9574,ighv1-18*03,ighd6-19*01,ighj6*04
9575,ighv4-28*05,ighd3-3*01,ighj4*02
9576,ighv2-70*10,ighd4-17*01,ighj5*02
9577,ighv3-43*02,ighd2-8*01,ighj4*02
9578,ighv2-26*02,ighd7-27*01,ighj4*03
9579,ighv3-30-5*01,ighd5-12*01,ighj4*02
9580,ighv4-30-2*05,ighd3-16*02,ighj4*03
9581,ighv1-3*02,ighd5-5*01,ighj3*01
9582,ighv3-53*01,ighd6-13*01,ighj3*01
9583,ighv3-30-5*02,ighd6-13*01,ighj3*02
9584,ighv3-30*03,ighd2-15*01,ighj4*02
9585,ighv1-58*01,ighd3-9*01,ighj4*02
9586,ighv3-30*04,ighd3-16*02,ighj4*03
9587,ighv1-69*14,ighd3-3*02,ighj4*03
9588,ighv2-5*01,ighd2-8*01,ighj2*01
9589,ighv1-69d*01,ighd6-19*01,ighj4*03
9590,ighv1-69d*01,ighd5-5*01,ighj6*01
9591,ighv2-5*02,ighd1-26*01,ighj4*03
9592,ighv3-73*01,ighd3-9*01,ighj4*03
9593,ighv3-23*01,ighd3-16*01,ighj4*02
9594,ighv4-38-2*02,ighd6-6*01,ighj4*03
9595,ighv3-49*01,ighd6-13*01,ighj3*01
9596,ighv3-11*06,ighd6-25*01,ighj2*01
9597,ighv1-46*04,ighd6-19*01,ighj6*01
9598,ighv3-43*01,ighd3-16*02,ighj4*03
9599,ighv1-58*02,ighd2-8*02,ighj3*02
9600,ighv2-5*02,ighd3-9*01,ighj4*03
9601,ighv3-43d*04,ighd1-26*01,ighj6*04
9602,ighv3-73*02,ighd6-6*01,ighj5*02
9603,ighv3-73*02,ighd3-10*01,ighj4*02
9604,ighv4-38-2*02,ighd1-7*01,ighj4*03
9605,ighv1-2*06,ighd2-15*01,ighj5*02
9606,ighv1-8*02,ighd3-9*01,ighj6*01
9607,ighv1-8*02,ighd1-1*01,ighj4*03
9608,ighv1-69-2*01,ighd6-13*01,ighj4*03
9609,ighv4-31*02,ighd5-12*01,ighj4*03
9610,ighv5-10-1*03,ighd1-26*01,ighj4*02
9611,ighv1-8*02,ighd2-21*02,ighj6*01
9612,ighv1-2*06,ighd2-15*01,ighj5*02
9613,ighv1-8*02,ighd4-17*01,ighj6*01
9614,ighv3-48*04,ighd3-22*01,ighj6*01
9615,ighv2-5*01,ighd3-16*01,ighj4*02
9616,ighv1-69*14,ighd3-10*02,ighj4*03
9617,ighv2-70d*14,ighd3-16*01,ighj4*02
9618,ighv3-74*03,ighd3-3*01,ighj4*02
9619,ighv1-69-2*01,ighd6-19*01,ighj3*02
9620,ighv1-46*04,ighd2-15*01,ighj5*01
9621,ighv3-73*02,ighd1-7*01,ighj4*02
9622,ighv1-2*07,ighd6-13*01,ighj4*03
9623,ighv1-69-2*01,ighd4-4*01,ighj1*01
9624,ighv3-20*04,ighd1-1*01,ighj5*02
9625,ighv1-69-2*01,ighd1-1*01,ighj6*01
9626,ighv3-20*01,ighd6-13*01,ighj6*01
9627,ighv3-72*01,ighd5-12*01,ighj4*03
9628,ighv2-70d*04,ighd6-13*01,ighj4*03
9629,ighv1-18*03,ighd2-8*01,ighj4*02
9630,ighv2-5*01,ighd3-16*01,ighj5*02
9631,ighv3-30*03,ighd3-9*01,ighj5*02
9632,ighv1-69*09,ighd3-16*01,ighj4*02
9633,ighv1-18*03,ighd1-26*01,ighj4*02
9634,ighv1-69*09,ighd3-16*01,ighj2*01
9635,ighv1-3*02,ighd5-18*01,ighj6*04
9636,ighv1-18*04,ighd1-7*01,ighj6*01
9637,ighv1-18*04,ighd2-15*01,ighj1*01
9638,ighv3-11*06,ighd2-15*01,ighj4*03
9639,ighv3-43d*03,ighd1-7*01,ighj4*03
9640,ighv6-1*02,ighd4-4*01,ighj4*03
9641,ighv1-8*02,ighd7-27*01,ighj4*03
9642,ighv3-30*03,ighd3-22*01,ighj4*02
9643,ighv1-69*14,ighd6-6*01,ighj3*02
9644,ighv1-3*02,ighd3-16*01,ighj3*01
9645,ighv1-69*14,ighd6-19*01,ighj3*02
9646,ighv1-69d*01,ighd6-6*01,ighj3*02
9647,ighv1-8*01,ighd3-22*01,ighj4*02
9648,ighv1-24*01,ighd2-2*02,ighj5*02
9649,ighv1-58*01,ighd2-21*01,ighj4*02
9650,ighv2-5*01,ighd1-1*01,ighj6*04
9651,ighv1-45*01,ighd3-16*02,ighj4*03
9652,ighv3-30-3*03,ighd2-15*01,ighj3*01
9653,ighv3-43d*04,ighd1-1*01,ighj6*04
9654,ighv3-23*01,ighd5-12*01,ighj4*02
9655,ighv3-43d*03,ighd3-9*01,ighj3*02
9656,ighv3-30*03,ighd2-2*02,ighj4*02
9657,ighv2-70d*04,ighd2-8*02,ighj4*03
9658,ighv2-5*02,ighd3-10*02,ighj5*01
9659,ighv2-70d*14,ighd2-2*02,ighj5*02
9660,ighv2-70d*04,ighd4-4*01,ighj4*03
9661,ighv3-13*01,ighd3-16*01,ighj4*02
9662,ighv1-46*04,ighd4-4*01,ighj6*01
9663,ighv1-46*04,ighd1-1*01,ighj5*01
9664,ighv1-24*01,ighd2-2*02,ighj6*04
9665,ighv7-4-1*02,ighd6-6*01,ighj5*02
9666,ighv1-69d*01,ighd2-8*02,ighj3*02
9667,ighv4-38-2*02,ighd2-2*01,ighj4*03
9668,ighv1-8*01,ighd3-22*01,ighj6*04
9669,ighv1-45*01,ighd3-22*01,ighj4*03
9670,ighv1-46*04,ighd1-7*01,ighj5*01
9671,ighv1-69-2*01,ighd4-4*01,ighj5*02
9672,ighv3-30-3*03,ighd5-5*01,ighj4*02
9673,ighv1-18*03,ighd5-12*01,ighj5*02
9674,ighv5-51*03,ighd3-22*01,ighj5*02
9675,ighv1-8*01,ighd2-2*02,ighj4*02
9676,ighv1-3*02,ighd1-7*01,ighj6*04
9677,ighv1-69-2*01,ighd5-18*01,ighj4*03
9678,ighv2-70d*04,ighd2-21*02,ighj4*03
9679,ighv2-5*02,ighd4-4*01,ighj4*03
9680,ighv2-26*03,ighd3-22*01,ighj3*01
9681,ighv3-62*04,ighd1-7*01,ighj5*02
9682,ighv2-5*02,ighd5-5*01,ighj5*01
9683,ighv1-46*04,ighd5-18*01,ighj3*02
9684,ighv2-70d*04,ighd1-1*01,ighj3*02
9685,ighv1-69*09,ighd4-17*01,ighj3*01
9686,ighv1-18*04,ighd5-18*01,ighj4*03
9687,ighv1-69d*01,ighd2-15*01,ighj4*02
9688,ighv3-23*04,ighd6-13*01,ighj4*03
9689,ighv1-45*02,ighd2-8*01,ighj4*02
9690,ighv3-30-3*02,ighd5-18*01,ighj4*03
9691,ighv1-69d*01,ighd2-2*01,ighj4*03
9692,ighv1-69d*01,ighd3-3*02,ighj4*03
9693,ighv1-69-2*01,ighd3-9*01,ighj6*04
9694,ighv1-69d*01,ighd1-26*01,ighj4*02
9695,ighv3-64d*06,ighd3-3*02,ighj3*02
9696,ighv3-49*05,ighd6-19*01,ighj4*03
9697,ighv5-10-1*04,ighd5-18*01,ighj4*03
9698,ighv1-69*09,ighd3-16*01,ighj4*02
9699,ighv1-8*02,ighd3-10*02,ighj3*02
9700,ighv2-70*20,ighd2-2*01,ighj4*03
9701,ighv1-3*02,ighd7-27*01,ighj1*01
9702,ighv1-18*03,ighd3-16*01,ighj6*04
9703,ighv1-18*03,ighd2-8*01,ighj4*02
9704,ighv3-43*02,ighd4-4*01,ighj6*04
9705,ighv1-3*03,ighd1-20*01,ighj1*01
9706,ighv1-45*01,ighd3-16*02,ighj4*03
9707,ighv2-70*20,ighd6-13*01,ighj4*03
9708,ighv4-30-4*01,ighd6-25*01,ighj6*04
9709,ighv3-21*06,ighd2-8*02,ighj4*03
9710,ighv3-30*04,ighd3-3*02,ighj4*03
9711,ighv1-58*01,ighd3-16*01,ighj4*02
9712,ighv1-24*01,ighd1-26*01,ighj4*03
9713,ighv3-13*01,ighd5-18*01,ighj3*01
9714,ighv1-45*01,ighd5-18*01,ighj6*01
9715,ighv1-2*07,ighd3-9*01,ighj2*01
9716,ighv3-15*05,ighd4-4*01,ighj5*02
9717,ighv3-62*04,ighd5-5*01,ighj4*02
9718,ighv3-11*05,ighd3-10*01,ighj4*02
9719,ighv3-23*04,ighd1-7*01,ighj5*01
9720,ighv2-70d*14,ighd1-26*01,ighj5*02
9721,ighv3-35*02,ighd3-16*01,ighj5*02
9722,ighv3-nl1*01,ighd1-20*01,ighj4*03
9723,ighv1-45*02,ighd4-17*01,ighj4*02
9724,ighv4-39*01,ighd3-22*01,ighj4*03
9725,ighv3-23*04,ighd1-20*01,ighj4*03
9726,ighv2-5*01,ighd3-3*01,ighj3*01
9727,ighv3-64*03,ighd6-25*01,ighj5*01
9728,ighv1-8*02,ighd5-18*01,ighj4*03
9729,ighv1-58*01,ighd2-21*01,ighj4*02
9730,ighv1-69d*01,ighd6-19*01,ighj4*03
9731,ighv1-58*02,ighd2-8*02,ighj4*03
9732,ighv1-24*01,ighd1-20*01,ighj4*03
9733,ighv1-46*03,ighd1-26*01,ighj4*02
9734,ighv1-69*14,ighd2-8*02,ighj4*03
9735,ighv1-58*02,ighd3-3*02,ighj4*03
9736,ighv3-73*02,ighd3-16*01,ighj4*02
9737,ighv1-69d*01,ighd3-10*01,ighj4*02
9738,ighv3-64d*06,ighd1-7*01,ighj4*03
9739,ighv7-4-1*01,ighd3-22*01,ighj4*03
9740,ighv3-9*02,ighd3-16*02,ighj5*01
9741,ighv1-3*02,ighd3-3*01,ighj4*02
9742,ighv1-69*14,ighd2-21*02,ighj3*02
9743,ighv3-53*02,ighd1-1*01,ighj3*02
9744,ighv4-34*10,ighd2-15*01,ighj3*02
9745,ighv1-58*01,ighd3-9*01,ighj4*02
9746,ighv3-nl1*01,ighd5-5*01,ighj6*04
9747,ighv1-8*02,ighd3-9*01,ighj6*01
9748,ighv3-20*01,ighd3-10*02,ighj4*03
9749,ighv4-61*08,ighd2-21*02,ighj3*02
9750,ighv2-26*03,ighd4-4*01,ighj4*02
9751,ighv2-26*02,ighd3-9*01,ighj6*01
9752,ighv1-2*07,ighd1-7*01,ighj6*01
9753,ighv1-45*01,ighd3-10*02,ighj5*01
9754,ighv3-72*01,ighd1-1*01,ighj4*02
9755,ighv3-48*03,ighd3-22*01,ighj5*02
9756,ighv2-70d*04,ighd2-8*02,ighj6*01
9757,ighv1-45*01,ighd1-1*01,ighj4*03
9758,ighv3-66*01,ighd6-25*01,ighj5*01
9759,ighv2-70d*04,ighd3-10*02,ighj4*03
9760,ighv3-7*03,ighd3-10*02,ighj4*03
9761,ighv1-46*03,ighd3-3*01,ighj3*01
9762,ighv2-26*03,ighd2-21*01,ighj6*04
9763,ighv3-43*01,ighd3-3*02,ighj6*01
9764,ighv1-69d*01,ighd2-2*02,ighj4*02
9765,ighv3-74*02,ighd1-20*01,ighj4*03
9766,ighv3-23*01,ighd3-9*01,ighj2*01
9767,ighv1-2*07,ighd6-13*01,ighj4*03
9768,ighv3-62*04,ighd6-6*01,ighj4*03
9769,ighv1-24*01,ighd3-16*01,ighj3*01
9770,ighv2-70d*04,ighd6-25*01,ighj3*02
9771,ighv2-70*20,ighd3-22*01,ighj3*02
9772,ighv3-30*03,ighd5-5*01,ighj4*02
9773,ighv4-28*06,ighd3-9*01,ighj4*03
9774,ighv3-11*06,ighd1-26*01,ighj5*01
9775,ighv2-70d*14,ighd6-6*01,ighj4*02
9776,ighv1-8*02,ighd3-9*01,ighj4*03
9777,ighv4-59*01,ighd5-18*01,ighj3*01
9778,ighv1-2*06,ighd6-13*01,ighj5*02
9779,ighv2-70*10,ighd6-25*01,ighj4*02
9780,ighv1-69-2*01,ighd1-7*01,ighj5*01
9781,ighv1-46*03,ighd1-26*01,ighj4*02
9782,ighv1-2*06,ighd3-10*01,ighj4*02
9783,ighv2-70*20,ighd5-5*01,ighj5*01
9784,ighv1-69d*01,ighd5-18*01,ighj6*04
9785,ighv3-7*03,ighd1-20*01,ighj3*02
9786,ighv1-3*02,ighd2-21*01,ighj5*02
